label,cluster_no
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,3
coffee,7
coffee,3
coffee,7
